year,date,type,registration,operator,fatalities,location,damage
2018,15 Apr 2018,Cessna 525 CitationJet,N525P,private,1,"NW of Crozet, VA",w/o
2018,15 Apr 2018,Airbus A321-213,B-6555,Air China,0,Zhengzhou-Xinzheng International Airport (CGO),non
2018,16 Apr 2018,Cessna 525 CitationJet CJ1,D-ISWA,Herbert Waldmann Lichttechnik GmbH & Co. KG,0,Le Touquet Airport (LTQ),sub
2018,17 Apr 2018,de Havilland Canada DHC-8-402Q Dash 8,G-JECX,Flybe,0,Newquay-Cornwall Airport (NQY),sub
2018,17 Apr 2018,Boeing 737-7H4 (WL),N772SW,Southwest Airlines,1,"105 km NW of Philadelphia, PA",sub
2018,18 Apr 2018,Airbus A330-323,N806NW,Delta Air Lines,0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub
2018,20 Apr 2018,McDonnell Douglas MD-83,N807WA,World Atlantic Airlines,0,"Alexandria International Airport, LA (AEX)",sub
2018,23 Apr 2018,Antonov An-2R,HA-MBJ,SZEMP Air Kft.,0,Eperjes area,sub
2018,29 Apr 2018,Beechcraft 1900C,N172GA,Alpine Aviation,0,"Sioux Falls Regional Airport (Jo Foss Field), SD (FSD)",sub
2018,29 Apr 2018,Lockheed L-100-30 Hercules,111,Libyan Air Force,3,2 km from Sharara Airstrip,w/o
2018,29 Apr 2018,Boeing 737-8GP (WL),PK-LOO,Lion Air,0,Gorontalo-Jalaluddin Airport (GTO),sub
2018,30 Apr 2018,Boeing 737-8AS (WL),EI-GDZ,Ryanair,0,London-Stansted Airport (STN),sub
2018,1 May 2018,Boeing 767-332ER (WL),N172DN,Delta Air Lines,0,"New York-John F. Kennedy International Airport, NY (JFK)",min
2018,1 May 2018,Bombardier CRJ-900LR,N606LR,"Delta Connection, opb Endeavor Air",0,"New York-John F. Kennedy International Airport, NY (JFK)",sub
2018,2 May 2018,Boeing 737-8K5 (WL),OO-JAY,TUI fly Belgium,0,Marrakech-Menara Airport (RAK),sub
2018,2 May 2018,Beechcraft C99 Commuter,PNC0203,Servicio Aéreo de Policia,4,near Ibagué,w/o
2018,2 May 2018,Lockheed WC-130H Hercules,65-0968,United States Air Force - USAF,9,"ca 2 km NE of Savannah/Hilton Head International Airport, GA (SAV)",w/o
2018,3 May 2018,Dassault Falcon 900EX,ZS-DEX,Blueport Trade 121 (Pty) Ltd.,0,Johannesburg/Germiston-Rand Airport (QRA),sub
2018,4 May 2018,Cessna 525C Citation CJ4,EC-MOQ,Aluminios Cortizo,0,Santiago de Compostela Airport (SCQ),sub
2018,5 May 2018,Embraer KC-390,PT-ZNF,Embraer,0,"Gavião Peixoto-Embraer Unidade Airport, SP (SBGP)",sub
2018,7 May 2018,Boeing 737-8H4 (WL),N8655D,Southwest Airlines,0,"Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)",sub
2018,12 May 2018,Boeing 737-8BK (WL),P2-PXE,Air Niugini,0,Port Moresby-Jacksons International Airport (POM),sub
2018,12 May 2018,Lockheed L-100-30 Hercules,N403LC,"Lynden Air Cargo, opf PNG Air",0,Port Moresby-Jacksons International Airport (POM),sub
2018,13 May 2018,Cessna 208B Grand Caravan,G-KNYS,"Irish Parachute Club, lsf Parachuting Caravan Leasing",2,"4,6 km NW of Clonbullogue Aerodrome",w/o
2018,13 May 2018,Airbus A330-323,HL7792,Asiana Airlines,0,Istanbul-Atatürk International Airport (IST),sub
2018,13 May 2018,Airbus A321-231,TC-JMM,THY Turkish Airlines,0,Istanbul-Atatürk International Airport (IST),sub
2018,15 May 2018,Cessna 208B Grand Caravan,,private,2,near Tuzantán,w/o
2018,16 May 2018,Cessna 208B Grand Caravan,9N-AJU,Makalu Air,2,Bahun Khark,w/o
2018,18 May 2018,Boeing 737-201 Advanced,XA-UHZ,"Cubana de Aviación, lsf Global Air",112,1 km E of Havana-José Martí International Airport (HAV/MUHA),w/o
2018,20 May 2018,Gulfstream G200 Galaxy,B-8129,Star Jet,0,Yangzhou Taizhou International Airport (YTY),sub
2018,21 May 2018,Airbus A330-243,TC-OCH,"Saudi Arabian Airlines, lsf Onur Air",0,Jeddah-King Abdulaziz International Airport (JED),sub
2018,22 May 2018,Gulfstream G200 Galaxy,N813WM,Silver Air,0,Tegucigalpa-Toncontin Airport (TGU),w/o
2018,22 May 2018,Cessna 208B Grand Caravan,PT-FLW,Amazonaves Táxi Aéreo,0,"near Manaus-Aeroclube de Flores Airport, AM",w/o
2018,23 May 2018,Beechcraft 200 Super King Air,N800HA,Titan Drilling,0,Kolwezi Airport (KWZ),sub
2018,23 May 2018,Beechcraft 200 Super King Air,N905GP,Air  Katanga,0,Kolwezi Airport (KWZ),min
2018,24 May 2018,Fairchild SA227-AC Metro III,XA-UPP,Aeronaves TSM,0,Saltillo-Plan de Guadalupe International Airport (SLW),sub
2018,30 May 2018,Cessna 208B Grand Caravan,5Y-ETY,Asure Air,0,4 km from Obo-Mission Airstrip,sub
2018,30 May 2018,Cessna 208B Grand Caravan,5X-MRH,"Air Serv Limited, opf UNHAS",0,Kamonia Airstrip,sub
2018,3 Jun 2018,Lockheed C-130H Hercules,7T-WHT,Al Quwwat al-Jawwiya al-Jaza'eriya,1,near Biskra Airport (BSK),w/o
2018,5 Jun 2018,Cessna 208B Grand Caravan,5Y-CAC,Fly-SAX,10,14 km NE of Njabini,w/o
2018,6 Jun 2018,Antonov An-2R,YR-DAX,Aeroserv,0,"Baleni, Galati County",w/o
2018,6 Jun 2018,Cessna 525A CitationJet CJ2+,D-IULI,ProAir,0,Saint Tropez-La Môle Airport (LTT),sub
2018,9 Jun 2018,de Havilland Canada DHC-6 Twin Otter 300,9N-AEV,Tara Air,0,Jumla Airport (JUM),sub
2018,10 Jun 2018,Boeing 777-223ER,N750AN,American Airlines,0,"Decatur, Texas",non
2018,10 Jun 2018,Boeing 737-8AL (WL),N276EA,"Swiftair, opf Smartwings",0,Heraklion-N. Kazantzakis Airport (HER/LGIR),sub
2018,10 Jun 2018,Boeing 787-9 Dreamliner,N826AN,American Airlines,0,near Harbin,non
2018,10 Jun 2018,de Havilland Canada DHC-8-402Q Dash 8,C-FNEN,WestJet Encore,0,"SE of Kamloops, BC",non
2018,10 Jun 2018,Gulfstream G-IV,N450MB,private,0,Panama City Albrook-Marcos A. Gelabert International Airport (PAC),sub
2018,11 Jun 2018,Pilatus Britten-Norman BN-2B-26 Islander,VP-FBM,Falkland Islands Government Air Service - FIGAS,0,Beaver Island Airstrip,sub
2018,11 Jun 2018,Airbus A340-313,D-AIFA,Lufthansa,0,Frankfurt International Airport (FRA/EDDF),sub
2018,12 Jun 2018,Boeing 737-8H4 (WL),N8693A,Southwest Airlines,0,"Phoenix, Arizona",non
2018,14 Jun 2018,McDonnell Douglas MD-83,UR-CPR,Bravo Airways,0,Kyiv-Igor Sikorsky International Airport (IEV),sub
2018,14 Jun 2018,de Havilland Canada DHC-8-202Q Dash 8,P2-ANX,LinkPNG,0,Mendi Airport (MDU),w/o
2018,16 Jun 2018,Embraer ERJ-175LR,N637CZ,"Delta Connection, opb Compass Airlines",0,"Cut Bank, Montana",non
2018,18 Jun 2018,Cessna 208B Grand Caravan,PK-FSL,Spirit Avia Sentosa,0,"6,7 km E of Nabire Airport (NBX)",sub
2018,21 Jun 2018,Embraer ERJ 170LR (ERJ-170-100 LR),N876RW,"Delta Connection, opb Republic Airlines",0,"Columbus-John Glenn International Airport, OH (CMH)",sub
2018,22 Jun 2018,Boeing 737-8JP (WL),LN-DYE,Norwegian,0,Alta Airport (ALF/ENAT),non
2018,22 Jun 2018,de Havilland Canada DHC-6 Twin Otter 300,PK-HVU,Dimonim Air,0,Kenyam Airstrip,min
2018,24 Jun 2018,Boeing 777-346,JA8944,Japan Airlines (JAL),0,over Kurihara City,non
2018,24 Jun 2018,Let L-410UVP,3X-AAK,Eagle Air (Guinea),4,"Souguéta, Kindia",w/o
2018,25 Jun 2018,de Havilland Canada DHC-6 Twin Otter 300,PK-YRU,Trigana Air Service,0,Kenyam Airstrip,min
2018,26 Jun 2018,Ilyushin Il-76,,Islamic Republic of Iran Air Force - IRIAF,0,Damascus International Airport (DAM),w/o
2018,26 Jun 2018,Learjet 60,N57,Federal Aviation Administration - FAA,0,"Salt Lake City International Airport, UT (SLC)",sub
2018,26 Jun 2018,Airbus A330-323,HL8286,Asiana Airlines,0,Seoul-Gimpo (Kimpo) International Airport (SEL),min
2018,26 Jun 2018,Boeing 777-2B5ER,HL7764,Korean Air,0,Seoul-Gimpo (Kimpo) International Airport (SEL),sub
2018,27 Jun 2018,Antonov An-2R,RA-62524,Feniks,0,"Nizhneudinsk, Irkutsk region",sub
2018,30 Jun 2018,Airbus A330-323,N278AY,American Airlines,0,"120 nm NE of Gander, NL",non
2018,30 Jun 2018,IRMA/Pilatus Britten-Norman BN-2A-26 Islander,V3-HFB,Maya Island Air,0,San Pedro Airport (SPR),sub
2018,30 Jun 2018,Cessna 208 Caravan I,,,0,Illertissen,min
2018,4 Jul 2018,Cessna 208B Grand Caravan,N208EE,Air Choice One,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
2018,5 Jul 2018,Dornier 228-202,VH-VJN,GAM - General Aviation Maintenance,0,"Thangool Airport, QLD (THG)",sub
2018,5 Jul 2018,Cessna 208B Grand Caravan,5Y-BUC,Flex Air Charters,0,"1,2 km from Padek Airstrip",sub
2018,6 Jul 2018,ATR 72-600 (72-212A),CS-DJG,"TAP Express, opb White Airways",0,Fez-Sais Airport (FEZ),sub
2018,9 Jul 2018,ATR 72-600 (72-212A),CN-COH,RAM Express,0,"2,6 km N off Al Hoceima-Charif Al Idrissi Airport (AHU)",sub
2018,9 Jul 2018,de Havilland Canada DHC-3T Texas Turbine Otter,C-GBQC,Ookpik Aviation,0,"Parker Lake, NU",sub
2018,10 Jul 2018,de Havilland Canada DHC-3T Vazar Turbine Otter,N3952B,Taquan Air,0,"Mount Jumbo, Prince of Wales Island, AK",sub
2018,10 Jul 2018,Convair CV-340,ZS-BRV,Rovos Air,1,6 km ESE of Pretoria-Wonderboom Airport (PRY),w/o
2018,11 Jul 2018,Douglas DC-3C,HK-3293,Air Colombia,0,San Felipe Airport,sub
2018,16 Jul 2018,Boeing 737-8EH (WL),PR-GGD,Gol Linhas Aéreas,0,"Belo Horizonte-Tancredo Neves International Airport, MG (CNF)",sub
2018,16 Jul 2018,Boeing 737-8F2 (WL),LV-HQY,Flybondi,0,"Cataratas del Iguazú-M.C.E. Krause Airport, MI (IGR)",sub
2018,16 Jul 2018,Curtiss C-46F-1-CU Commando,N1822M,Everts Air Fuel,0,"Manley Hot Springs Airport, AK (MLY)",sub
2018,20 Jul 2018,Boeing 767-3Q8ER,C-FJZK,Air Canada Rouge,0,"140 nm SSE of Lovelock, NV",non
2018,20 Jul 2018,Antonov An-26B,UP-AN611,Kazairtrans Airline,0,50 km from Al Alamain,w/o
2018,21 Jul 2018,Douglas C-47B (DC-3),N47HL,"Commemorative Air Force, Highland Lakes Squadron",0,"Burnet Municipal Kate Craddock Field, TX",w/o
2018,22 Jul 2018,Cessna 750 Citation X,N752TX,Textron Inc.,0,Cork Airport (ORK/EICK),sub
2018,23 Jul 2018,McDonnell Douglas MD-88,N918DE,Delta Air Lines,0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",non
2018,23 Jul 2018,Airbus A319-114,N328NB,Delta Air Lines,0,"West Palm Beach, Florida",non
2018,23 Jul 2018,Cessna 560 Citation Encore,N866VP,OzAir Charter Service,0,"near Tulsa International Airport, OK (TUL)",sub
2018,26 Jul 2018,Boeing 757-204,UP-B5705,"Sunday Airlines, opf SCAT Airlines",0,Almaty Airport (ALA/UAAA),sub
2018,27 Jul 2018,Boeing 767-38EER,N641GT,Atlas Air,0,"Portsmouth International Airport at Pease, NH (PSM)",sub
2018,27 Jul 2018,Antonov An-2R,9S-GFS,Air Kasai,5,3 km E of Kamako Airstrip,w/o
2018,28 Jul 2018,IRMA/Britten-Norman BN-2A-27 Islander,YJ-AL2,Air Taxi Vanuatu,0,Port Vila-Bauerfield Airport (VLI),sub
2018,28 Jul 2018,Britten-Norman BN-2A-8 Islander,YJ-OO9,Unity Airlines,0,Port Vila-Bauerfield Airport (VLI),w/o
2018,28 Jul 2018,ATR 72-500 (72-212A),YJ-AV71,Air Vanuatu,0,Port Vila-Bauerfield Airport (VLI),sub
2018,30 Jul 2018,Antonov An-2SX,RA-40649,private,0,"Evenki district, Krasnoyarsk Krai",sub
2018,31 Jul 2018,Boeing 757-223,N192AN,American Airlines,0,"Philadelphia International Airport, PA (PHL/KPHL)",sub
2018,31 Jul 2018,Embraer ERJ 190AR,XA-GAL,Aeroméxico Connect,0,Durango-Guadalupe Victoria Airport (DGO),w/o
2018,1 Aug 2018,Beechcraft B300 King Air 350,N557AP,Atlantic Transportation of Wilmington LLC,0,"near Wilmington-New Hanover County International Airport, NC (ILM)",sub
2018,3 Aug 2018,Shijiazhuang Y-5B(D),B-50AA,Heilongjiang Kunpeng General Aviation Co.,0,32 km E of Tongjiang,sub
2018,4 Aug 2018,Junkers Ju-52/3mg4e,HB-HOT,Ju-Air,20,"1,2 km SW of Piz Segnas",w/o
2018,5 Aug 2018,Airbus A320-200,,,0,Venice-Marco Polo Airport (VCE/LIPZ),non
2018,6 Aug 2018,Airbus A321-231,PT-MXA,LATAM Airlines Brasil,0,"Choró, CE",non
2018,7 Aug 2018,Dassault Falcon 20D,N961AA,Alliance Air Charter,0,ca 3 km from San Luis Potosí Airport (SLP),sub
2018,7 Aug 2018,Cessna 208B Grand Caravan,VT-UDN,Supreme Airlines,0,Lalgarh Airport,sub
2018,9 Aug 2018,Boeing 777-3F2ER,TC-JJZ,THY Turkish Airlines,0,Istanbul-Atatürk International Airport (IST),sub
2018,9 Aug 2018,Boeing 787-8 Dreamliner,CN-RGT,Royal Air Maroc - RAM,0,Istanbul-Atatürk International Airport (IST),sub
2018,10 Aug 2018,de Havilland Canada DHC-8-402Q Dash 8,N449QX,"Horizon Air, opf Alaska Airlines",1,"Ketron Island, WA",w/o
2018,13 Aug 2018,Airbus A321-271N,N204HA,Hawaiian Airlines,0,"Los Angeles International Airport, CA (LAX)",sub
2018,13 Aug 2018,Cessna 525 CitationJet,N526CP,Vancon Holdings,1,"Payson, UT",w/o
2018,15 Aug 2018,Boeing 777-367ER,B-KPY,Cathay Pacific Airways,0,Roma-Fiumicino Airport (FCO),sub
2018,16 Aug 2018,Boeing 737-85C (WL),B-5498,Xiamen Airlines,0,Manila-Ninoy Aquino International Airport (MNL),sub
2018,19 Aug 2018,de Havilland Canada DHC-8-402Q Dash 8,N404AV,LC Perú,0,Lima-Jorge Chávez International Airport (LIM),sub
2018,19 Aug 2018,Antonov An-2T,D-FOJB,Ostthüringer Fallschirmsportclub - OFC,0,Gera-Leumnitz Airfield (EDAJ),sub
2018,24 Aug 2018,Boeing 757-2Q8 (WL),EI-LBT,Aer Lingus,0,"Philadelphia International Airport, PA (PHL/KPHL)",non
2018,25 Aug 2018,Grumman HU-16C Albatross,N1955G,Stargazer Aero,0,"680 km WNW off Cape Hatteras, NC",w/o
2018,26 Aug 2018,Harbin Y-12E,HK-5036,SATENA,0,Santafé del Caguán,sub
2018,26 Aug 2018,Boeing 767-333ER (WL),C-FMWV,Air Canada Rouge,0,"31 km N of Vancouver International Airport, BC (YVR)",sub
2018,26 Aug 2018,Cessna 208B Grand Caravan,5Y-BOP,Bush Air Safaris,0,Pieri Airstrip,sub
2018,27 Aug 2018,Airbus A320-214 (WL),JA14VA,Vanilla Air,0,45 KM East of Miyazaki Airport,non
2018,28 Aug 2018,Antonov An-2R,LZ-1409,Air Mizia,0,near Brusartsi,sub
2018,28 Aug 2018,Airbus A320-214,B-6952,Beijing Capital Airlines,0,Macau Airport (MFM),sub
2018,30 Aug 2018,de Havilland Canada DHC-6 Twin Otter 300,ET-AIU/808,Ethiopian Air Force,18,near Mojo,w/o
2018,31 Aug 2018,Cessna 680 Citation Sovereign,TC-OYD,Boydak Air,0,Bourgas Airport (BOJ),sub
2018,1 Sep 2018,Boeing 737-8AS (WL),VQ-BJI,Utair,0,Adler/Sochi Airport (AER),w/o
2018,3 Sep 2018,Beechcraft B200 Super King Air,N97WC,West Coast Aviation Services,0,"Burbank-Bob Hope Airport, CA (BUR)",sub
2018,6 Sep 2018,Boeing 757-223 (WL),N173AN,American Airlines,0,"near New York, NY",non
2018,6 Sep 2018,Beechcraft A100 King Air,PT-LJN,VOAR Aviação,0,"Itapaci, GO",sub
2018,9 Sep 2018,Let L-410UVP,UR-TWO,"South West Aviation, lsf Slav-Air",20,"1,6 km W of Yirol Airstrip",w/o
2018,10 Sep 2018,Boeing 737-823 (WL),N950NN,American Airlines,0,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)",non
2018,15 Sep 2018,Boeing 777-333ER,C-FNNW,Air Canada,0,NE of Nova Scotia,non
2018,15 Sep 2018,Canadair CL-215-6B11 (CL-415),C-FOFI,Government of Newfoundland and Labrador,0,"Whitehead Pond, NL",sub
2018,16 Sep 2018,Boeing 777-328ER,F-GSQL,Air France,0,Mauritius-Sir Seewoosagur Ramgoolam International Airport (MRU/FIMP),non
2018,16 Sep 2018,Boeing 747-428FER,TC-ACM,"Saudi Arabian Airlines, lsf ACT Airlines",0,Frankfurt International Airport (FRA/EDDF),sub
2018,17 Sep 2018,Ilyushin Il-20M,RF-93610,Russian Air Force,15,35 km W off Latakia-Khmeimim Air Base (LTK),w/o
2018,17 Sep 2018,Airbus A320-216,HS-ABI,Thai AirAsia,0,Bangkok-Don Muang International Airport (DMK/VTBD),sub
2018,18 Sep 2018,Antonov An-2R,YU-BRK,STS Aviatsija,0,near Jagodina,sub
2018,18 Sep 2018,British Aerospace BAe-125-700A,N109BG,Starjet Inc.,0,"Santa Fe Airport, NM (SAF)",sub
2018,20 Sep 2018,Embraer EMB-120ER Brasilia,N233SW,Berry Aviation,0,"south of Lake Jackson, TX",sub
2018,23 Sep 2018,Boeing 757-224 (WL),N13113,United Airlines,0,"Newark Liberty International Airport, NJ (ERW/KEWR)",non
2018,24 Sep 2018,Honda HA-420 HondaJet,PR-TLZ,América Latina Tecnologia Agrícola - ALTA,0,"Foz do Iguaçu/Cataratas Airport, PR (IGU/SBFI)",sub
2018,24 Sep 2018,Airbus A340-313,RP-C3435,Philippine Air Lines,0,"Vancouver International Airport, BC (YVR/CYVR)",sub
2018,25 Sep 2018,Beechcraft 200 Super King Air,N241CK,Kalitta Charters,1,"6,4 km SW of Oscoda Wurtsmith Airport, MI",w/o
2018,26 Sep 2018,Airbus A321-231 (WL),N994AN,American Airlines,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",non
2018,27 Sep 2018,Airbus A310-304,C-GFAT,Air Transat,0,over North Atlantic Ocean,non
2018,27 Sep 2018,Cessna 208B Supervan 900,VH-FAY,CGG Aviation Australia,1,"120 km E off Sendai, Japan",w/o
2018,27 Sep 2018,Dassault Falcon 50,N114TD,Air America Flight Services,2,"Greenville Downtown Airport, SC (GMU)",sub
2018,28 Sep 2018,Airbus A320-232,PT-MZJ,LATAM Airlines Brasil,0,"São Paulo-Congonhas Airport, SP (CGH)",sub
2018,28 Sep 2018,Boeing 737-8BK (WL),P2-PXE,Air Niugini,1,"0,5 km from Chuuk/Weno International Airport (TKK)",sub
2018,1 Oct 2018,Antonov An-2T,YV1719,Inversiones Moraima,0,42 km SE of Uriman,sub
2018,3 Oct 2018,Beechcraft 1900C,N575Q,"Ravn Connect, opb Frontier Flying Service",0,"Gambell Airport, AK (GAM)",sub
2018,3 Oct 2018,Antonov An-26,7706,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum Airport (KRT),w/o
2018,3 Oct 2018,Antonov An-32A,7721,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum Airport (KRT),w/o
2018,8 Oct 2018,Boeing 747-4D7,HS-TGF,Thai Airways International,0,Bangkok-Suvarnabhumi International Airport (BKK/VTBS),sub
2018,9 Oct 2018,Boeing 737-7H4 (WL),N287WN,Southwest Airlines,0,"Nashville International Airport, TN (BNA/KBNA)",non
2018,10 Oct 2018,Cessna 208B Grand Caravan EX,PK-JBR,Jhonlin Air Transport,0,Beoga Airstrip,sub
2018,10 Oct 2018,Sukhoi Superjet 100-95B,RA-89011,Yakutia Airlines,0,Yakutsk Airport (YKS),sub
2018,11 Oct 2018,Boeing 737-7H4 (WL),N734SA,Southwest Airlines,0,"San Jose, California",non
2018,12 Oct 2018,Airbus A319-112,N926FR,Frontier Airlines,0,"Denver International Airport, CO (DEN/KDEN)",non
2018,12 Oct 2018,ATR 72-202,5N-BPE,Overland Airways,0,Lagos-Murtala Muhammed International Airport (LOS),w/o
2018,12 Oct 2018,Boeing 737-8HG (WL),VT-AYD,Air India Express,0,Tiruchirappalli-Civil Airport (TRZ),sub
2018,15 Oct 2018,Boeing 737-7L9 (WL),N7816B,Southwest Airlines,0,"Albany, New York",non
2018,15 Oct 2018,Boeing 777-337ER,VT-ALN,Air India,0,Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB),non
2018,29 Oct 2018,Boeing 737 MAX 8,PK-LQP,Lion Air,189,15 km N off Tanjung Bungin,w/o
2018,31 Oct 2018,Airbus A330-323,N817NW,Delta Air Lines,0,Paris-Charles de Gaulle Airport (CDG),sub
2018,31 Oct 2018,Airbus A330-203,F-GZCI,Air France,0,Paris-Charles de Gaulle Airport (CDG),sub
2018,7 Nov 2018,Boeing 747-412F,N908AR,Sky Lease Cargo,0,"Halifax-Stanfield International Airport, NS (YHZ/CYHZ)",sub
2018,8 Nov 2018,Antonov An-2R,RA-84674,2nd Arkhangelsk United Aviation Division,0,50 km NE of Arkhangelsk-Talaghy Airport (ARH),w/o
2018,9 Nov 2018,Lockheed C-130E Hercules,4180,Pakistan Air Force,0,Chaklala-PAF Base Nur Khan (RWP),w/o
2018,9 Nov 2018,Boeing 757-23N,N524AT,Fly Jamaica Airways,1,Georgetown-Cheddi Jagan International Airport (GEO),sub
2018,11 Nov 2018,Embraer ERJ-190LR (ERJ-190-100 LR),P4-KCJ,Air Astana,0,NE of Lisbon,sub
2018,12 Nov 2018,Hawker Siddeley HS-125-700A,N406J,Songbird Aviation LLC,0,"Winder-Barrow County Airport, GA (WDR)",sub
2018,15 Nov 2018,de Havilland Canada DHC-8-315Q Dash 8,C-FPAE,PAL Airlines,0,"Stephenville International Airport, NL (YJT)",sub
2018,16 Nov 2018,British Aerospace 3212 Jetstream 32,HK-4394,SARPA - Servicios Aéreos Panamericanos,0,Bahía Solano-José Celestino Mutis Airport (BSC),sub
2018,20 Nov 2018,Boeing 737-8LJ (WL),VP-BCG,Aeroflot,0+1,Moskva-Sheremetyevo Airport (SVO/UUEE),min
2018,21 Nov 2018,Fairchild SA227-AC Metro III,C-FYAG,Perimeter Aviation,0,"Deer Lake Airport, ON (YVZ)",sub
2018,22 Nov 2018,Boeing 737-53C,OB-2041-P,Peruvian Airlines,0,La Paz-El Alto Airport (LPB),sub
2018,23 Nov 2018,British Aerospace BAe-125-700A,N422X,private,,S of Curaçao [Caribbean Sea],mis
2018,24 Nov 2018,ATR 72-500 (72-212A),AP-BKW,Pakistan International Airlines - PIA,0,Karachi-Jinnah International Airport (KHI),sub
2018,26 Nov 2018,Cessna 525 Citation M2,PP-OEG,ARG Ltda.,4,"near Jequitaí-Fazenda Fortaleza de Santa Terezinha Airport, MG",w/o
2018,30 Nov 2018,Cessna 550 Citation II,N941JM,"Dirt Dynamics, Inc.",0,"Fargo-Hector International Airport, ND (FAR)",sub
2018,30 Nov 2018,Cessna 525A CitationJet CJ2+,N525EG,Estoair LLC,3,"4 km WSW of Memphis, IN",w/o
2018,1 Dec 2018,Airbus A320-232 (WL),N632NK,Spirit Airlines,0,"near Las Vegas, NV",non
2018,1 Dec 2018,Bombardier CRJ-200LR,N202PS,PSA Airlines,0,"New York-La Guardia Airport, NY (LGA)",sub
2018,3 Dec 2018,Hawker 800XP,4X-CUZ,Arrow Aviation Ltd.,0,Tel Aviv-Ben Gurion International Airport (TLV/LLBG),sub
2018,3 Dec 2018,Boeing 737-823 (WL),N868NN,American Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",non
2018,4 Dec 2018,Boeing 767-332ER (WL),N193DN,Delta Air Lines,0,"SUNNS intersection, Osaka",non
2018,4 Dec 2018,Airbus A320-214,SX-EMY,Ellinair,0,Athens-Elefthérios Venizélos International Airport (ATH/LGAV),sub
2018,6 Dec 2018,Lockheed Martin KC-130J,167981,United States Marine Corps,5,"100 km SSE off Muroto Cape, Japan",w/o
2018,8 Dec 2018,Airbus A320-232 (WL),HS-TXQ,Thai Smile,0,near Bangkok-Suvarnabhumi International Airport (BKK/VTBS),non
2018,8 Dec 2018,Beechcraft 200 Super King Air,VH-ODI,Desert-Air Safaris,0,"Mount Gambier Airport, SA (MGB)",sub
2018,8 Dec 2018,Beechcraft 200 Super King Air,,Unknown,0,"Corozo, Sarstún",w/o
2018,8 Dec 2018,Pilatus Britten-Norman BN-2A-20 Islander,VH-OBL,Par-Avion,1,"101 km WSW of Hobart, TAS",w/o
2018,10 Dec 2018,Airbus A300B4-203 (F),XA-MRC,AeroUnion - Aerotransporte de Carga Union,0,Mexico City-Benito Juárez International Airport (MEX),sub
2018,11 Dec 2018,Boeing 777-333ER,C-FITW,Air Canada,0,Hong Kong-Chek Lap Kok International Airport (HKG/VHHH),sub
2018,15 Dec 2018,Learjet 35A,N55FN,Med Air LLC,0,"Key West International Airport, FL (EYW)",sub
2018,18 Dec 2018,Boeing 787-9 Dreamliner,ET-AUP,Ethiopian Airlines,0,Oslo-Gardermoen Airport (OSL),sub
2018,18 Dec 2018,Dornier 228-201,S9-AUN,Africa's Connection STP,0,São Tomé Island Airport (TMS/FPST),sub
2018,20 Dec 2018,Antonov An-26B,9S-AGB,Gomair,7,ca 37 km from Kinshasa-N'Djili Airport (FIH),w/o
2018,20 Dec 2018,Cessna 560 Citation V,N188CW,Chen Aircrafts LLC,4,"2 km NE of Atlanta-Fulton County Airport, GA (FTY)",w/o
2018,22 Dec 2018,PZL-Mielec M28 Skytruck,GNB-96107,Guardia Nacional Bolivariana de Venezuela - GNBV,0,Kamarata Airport (KTV),sub
2018,24 Dec 2018,Antonov An-26B,9T-TAB,Air Force of the Democratic Republic of the Congo,0,Beni Airport (BNC),w/o
2018,31 Dec 2018,Boeing 757-2B7 (WL),N938UW,American Airlines,0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",sub
2018,unk. date 2018,Rockwell Sabreliner 80,N337KL,private,0,"Eugene Airport, OR (EUG)",sub
2019,7 Jan 2019,Saab 340B,YL-RAF,RAF-AVIA,0,Savonlinna Airport (SVL),sub
2019,12 Jan 2019,Boeing 737-524 (WL),VQ-BJP,UTair Aviation,0,Moskva-Vnukovo Airport (VKO),sub
2019,12 Jan 2019,Canadair CL-600-2A12 Challenger 601,N813WT,TW 601-C Investment LLC,0,"Uvalde-Ox Ranch Airport ,TX",sub
